name,type,longitude,latitude,source_file,location_addresstype,location_boundingbox,location_class,location_display_name,location_importance,location_lat,location_licence,location_lon,location_name,location_osm_id,location_osm_type,location_place_id,location_place_rank,location_type,address_ISO3166-2-lvl4,address_aeroway,address_amenity,address_city_district,address_country,address_country_code,address_county,address_emergency,address_hamlet,address_historic,address_isolated_dwelling,address_locality,address_municipality,address_neighbourhood,address_postcode,address_residential,address_road,address_state,address_tourism,address_town,address_village
"Feature-Barhabise to TshoRolpa (Line 9, Point 16)          ",MultiLineString,86.1784,27.8687,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 17)          ",MultiLineString,86.1772,27.8673,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 18)          ",MultiLineString,86.1754,27.8664,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 19)          ",MultiLineString,86.1725,27.867,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 20)          ",MultiLineString,86.1656,27.8661,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 21)          ",MultiLineString,86.1619,27.8657,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 22)          ",MultiLineString,86.1605,27.8639,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 23)          ",MultiLineString,86.1602,27.8609,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 24)          ",MultiLineString,86.1604,27.8587,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 25)          ",MultiLineString,86.1594,27.8565,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 26)          ",MultiLineString,86.1586,27.8549,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 27)          ",MultiLineString,86.1599,27.8523,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 28)          ",MultiLineString,86.1615,27.8501,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 29)          ",MultiLineString,86.16,27.847,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619']",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.995054500000002,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.15938977225156,Bigu-01,6743653,relation,224133807,18,administrative,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 30)          ",MultiLineString,86.1577,27.8458,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 31)          ",MultiLineString,86.1558,27.8435,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 32)          ",MultiLineString,86.1537,27.843,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 33)          ",MultiLineString,86.1516,27.8439,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 34)          ",MultiLineString,86.1491,27.8435,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 35)          ",MultiLineString,86.1453,27.841,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 36)          ",MultiLineString,86.1436,27.8415,dataset/raw/Barhabise to TshoRolpa.json,city_district,"['27.7788109', '27.8833929', '86.0948384', '86.1624620']",boundary,"Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.16004000076295108,27.831168400000003,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.12591079790971,Bigu-05,6743459,relation,225974689,18,administrative,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,
"Feature-Barhabise to TshoRolpa (Line 9, Point 37)          ",MultiLineString,86.1421,27.8401,dataset/raw/Barhabise to TshoRolpa.json,village,"['27.7863278', '27.8263278', '86.1021232', '86.1421232']",place,"Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.14670666742961772,27.8063278,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1221232,Chilankha,8710473706,node,224822166,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 38)          ",MultiLineString,86.1401,27.8386,dataset/raw/Barhabise to TshoRolpa.json,village,"['27.7863278', '27.8263278', '86.1021232', '86.1421232']",place,"Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.14670666742961772,27.8063278,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1221232,Chilankha,8710473706,node,224822166,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 39)          ",MultiLineString,86.1372,27.8371,dataset/raw/Barhabise to TshoRolpa.json,village,"['27.7863278', '27.8263278', '86.1021232', '86.1421232']",place,"Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.14670666742961772,27.8063278,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1221232,Chilankha,8710473706,node,224822166,19,village,NP-P3,,,,नेपाल,np,दोलखा,,,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 40)          ",MultiLineString,86.1348,27.8359,dataset/raw/Barhabise to TshoRolpa.json,hamlet,"['27.7979665', '27.8379665', '86.1076189', '86.1476189']",place,"Pheldar, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.1333733340962844,27.8179665,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1276189,Pheldar,8710473705,node,225207720,20,hamlet,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,Pheldar,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 41)          ",MultiLineString,86.1323,27.8339,dataset/raw/Barhabise to TshoRolpa.json,hamlet,"['27.7979665', '27.8379665', '86.1076189', '86.1476189']",place,"Pheldar, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.1333733340962844,27.8179665,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1276189,Pheldar,8710473705,node,225207720,20,hamlet,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,Pheldar,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 42)          ",MultiLineString,86.1299,27.8325,dataset/raw/Barhabise to TshoRolpa.json,hamlet,"['27.7979665', '27.8379665', '86.1076189', '86.1476189']",place,"Pheldar, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.1333733340962844,27.8179665,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1276189,Pheldar,8710473705,node,225207720,20,hamlet,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,Pheldar,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 43)          ",MultiLineString,86.128,27.8315,dataset/raw/Barhabise to TshoRolpa.json,hamlet,"['27.7979665', '27.8379665', '86.1076189', '86.1476189']",place,"Pheldar, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.1333733340962844,27.8179665,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1276189,Pheldar,8710473705,node,225207720,20,hamlet,NP-P3,,,Bigu-05,नेपाल,np,दोलखा,,Pheldar,,,,Bigu,,,,,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 44)          ",MultiLineString,86.1268,27.8305,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8256555', '27.8257555', '86.1259001', '86.1260001']",amenity,"Shree Janta Pra V, Chilankha-Syakhu-Alampu-Bigu Road, Yarsa, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल",4.0000762951049326e-05,27.8257055,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1259501,Shree Janta Pra V,5027958820,node,224178298,30,school,NP-P3,,Shree Janta Pra V,Bigu-05,नेपाल,np,दोलखा,,Yarsa,,,,Bigu,,45510,,Chilankha-Syakhu-Alampu-Bigu Road,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 45)          ",MultiLineString,86.1232,27.8291,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8256555', '27.8257555', '86.1259001', '86.1260001']",amenity,"Shree Janta Pra V, Chilankha-Syakhu-Alampu-Bigu Road, Yarsa, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल",4.0000762951049326e-05,27.8257055,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1259501,Shree Janta Pra V,5027958820,node,224178298,30,school,NP-P3,,Shree Janta Pra V,Bigu-05,नेपाल,np,दोलखा,,Yarsa,,,,Bigu,,45510,,Chilankha-Syakhu-Alampu-Bigu Road,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 9, Point 46)          ",MultiLineString,86.1214,27.8289,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8256555', '27.8257555', '86.1259001', '86.1260001']",amenity,"Shree Janta Pra V, Chilankha-Syakhu-Alampu-Bigu Road, Yarsa, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल",4.0000762951049326e-05,27.8257055,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1259501,Shree Janta Pra V,5027958820,node,224178298,30,school,NP-P3,,Shree Janta Pra V,Bigu-05,नेपाल,np,दोलखा,,Yarsa,,,,Bigu,,45510,,Chilankha-Syakhu-Alampu-Bigu Road,बागमती प्रदेश,,,Chilankha
"Feature-Barhabise to TshoRolpa (Line 10, Point 1)          ",MultiLineString,86.2195,27.8759,dataset/raw/Barhabise to TshoRolpa.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8742959,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2178474,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 2)          ",MultiLineString,86.2225,27.8766,dataset/raw/Barhabise to TshoRolpa.json,tourism,"['27.8720034', '27.8721034', '86.2222491', '86.2223491']",tourism,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.8720534,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2222991,,5222901230,node,224528994,30,camp_site,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 3)          ",MultiLineString,86.224,27.8762,dataset/raw/Barhabise to TshoRolpa.json,tourism,"['27.8720034', '27.8721034', '86.2222491', '86.2223491']",tourism,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.8720534,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2222991,,5222901230,node,224528994,30,camp_site,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 4)          ",MultiLineString,86.2257,27.8753,dataset/raw/Barhabise to TshoRolpa.json,tourism,"['27.8720034', '27.8721034', '86.2222491', '86.2223491']",tourism,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.8720534,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2222991,,5222901230,node,224528994,30,camp_site,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 5)          ",MultiLineString,86.2273,27.8761,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8728990', '27.8729990', '86.2303356', '86.2304356']",amenity,"Simigaun Pra V, NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.872949,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2303856,Simigaun Pra V,5042259288,node,223259244,30,school,NP-P3,,Simigaun Pra V,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 6)          ",MultiLineString,86.2281,27.8744,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8728990', '27.8729990', '86.2303356', '86.2304356']",amenity,"Simigaun Pra V, NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.872949,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2303856,Simigaun Pra V,5042259288,node,223259244,30,school,NP-P3,,Simigaun Pra V,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 7)          ",MultiLineString,86.2291,27.8735,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8728990', '27.8729990', '86.2303356', '86.2304356']",amenity,"Simigaun Pra V, NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.872949,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2303856,Simigaun Pra V,5042259288,node,223259244,30,school,NP-P3,,Simigaun Pra V,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 10, Point 8)          ",MultiLineString,86.2309,27.8731,dataset/raw/Barhabise to TshoRolpa.json,amenity,"['27.8728990', '27.8729990', '86.2303356', '86.2304356']",amenity,"Simigaun Pra V, NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",5.000152590214416e-05,27.872949,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2303856,Simigaun Pra V,5042259288,node,223259244,30,school,NP-P3,,Simigaun Pra V,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 11, Point 1)          ",MultiLineString,86.2205,27.876,dataset/raw/Barhabise to TshoRolpa.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8776458,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2178726,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-Barhabise to TshoRolpa (Line 11, Point 2)          ",MultiLineString,86.2195,27.8759,dataset/raw/Barhabise to TshoRolpa.json,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249']",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल",0.05337333409628439,27.8742959,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.2178474,NH28,202709300,way,224053333,26,secondary,NP-P3,,,Bigu-01,नेपाल,np,दोलखा,,Chetchet,,,,Bigu,,,,NH28,बागमती प्रदेश,,,Lamabagar
"Feature-GairiHanumante to Simigaun (Line 1, Point 1)       ",MultiLineString,86.1772,27.6827,dataset/raw/GairiHanumante to Simigaun.json,road,"['27.6789695', '27.6830656', '86.1772696', '86.1850610']",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.682708154419487,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.17727032420419,,340440232,way,223852372,26,unclassified,NP-P3,,,Gaurishankar-01,नेपाल,np,दोलखा,,Lukuwa,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-GairiHanumante to Simigaun (Line 1, Point 2)       ",MultiLineString,86.1791,27.6813,dataset/raw/GairiHanumante to Simigaun.json,road,"['27.6789695', '27.6830656', '86.1772696', '86.1850610']",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.681052237558543,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.17884917640097,,340440232,way,223852372,26,unclassified,NP-P3,,,Gaurishankar-01,नेपाल,np,दोलखा,,Lukuwa,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-GairiHanumante to Simigaun (Line 1, Point 3)       ",MultiLineString,86.1812,27.6803,dataset/raw/GairiHanumante to Simigaun.json,road,"['27.6800527', '27.6806878', '86.1805440', '86.1809643']",highway,"Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.6802945,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.1809643,,340440701,way,224805294,26,residential,NP-P3,,,Gaurishankar-01,नेपाल,np,दोलखा,,,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
"Feature-GairiHanumante to Simigaun (Line 1, Point 4)       ",MultiLineString,86.1818,27.6783,dataset/raw/GairiHanumante to Simigaun.json,road,"['27.6789695', '27.6830656', '86.1772696', '86.1850610']",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल",0.053383334859235486,27.6794811,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",86.181651,,340440232,way,223852372,26,unclassified,NP-P3,,,Gaurishankar-01,नेपाल,np,दोलखा,,Lukuwa,,,,Gaurishankar,,,,,बागमती प्रदेश,,,
