latitude,longitude,location_name,location_addresstype,location_boundingbox,location_class,location_display_name,location_importance,location_lat,location_lon,location_osm_id,location_place_id,location_place_rank,address_city_district,address_county,address_municipality,address_road,address_village,address_hamlet,altitude
27.7928,86.12305,Chilankha-Syakhu-Alampu-Bigu Road,road,"['27.7862063', '27.7998932', '86.1201592', '86.1261984'] ",highway,"Chilankha-Syakhu-Alampu-Bigu Road, Thapagau, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                             ",0.0533733340962843,27.7945143717388,86.1217871731345,340483697,223033626,26,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Chilankha,Thapagau,1688
27.78475,86.13065,Singati-Bigu Road,road,"['27.7405712', '27.7890658', '86.1176352', '86.1621817'] ",highway,"Singati-Bigu Road, Bigu-05, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                  ",0.0533733340962843,27.7838270956399,86.1280831908423,319119127,224008775,26,Bigu-05,दोलखा,Bigu,Singati-Bigu Road,,,1378
27.7773,86.1365,Singati-Bigu Road,road,"['27.7405712', '27.7890658', '86.1176352', '86.1621817'] ",highway,"Singati-Bigu Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                  ",0.0533733340962843,27.7774646043837,86.1366486935909,319119127,224008775,26,Bigu-04,दोलखा,Bigu,Singati-Bigu Road,,,1234
27.7663,86.1430666666667,Singati-Bigu Road,road,"['27.7405712', '27.7890658', '86.1176352', '86.1621817'] ",highway,"Singati-Bigu Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                  ",0.0533733340962843,27.7675245,86.1426484,319119127,224008775,26,Bigu-04,दोलखा,Bigu,Singati-Bigu Road,,,1178
27.77195,86.14915,Singati-Bigu Road,road,"['27.7405712', '27.7890658', '86.1176352', '86.1621817'] ",highway,"Singati-Bigu Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                  ",0.0533733340962843,27.7675173,86.1450917,319119127,224008775,26,Bigu-04,दोलखा,Bigu,Singati-Bigu Road,,,1487
27.7676,86.1611,Singati - Laduk Road,road,"['27.7607567', '27.7766557', '86.1561691', '86.1643490'] ",highway,"Singati - Laduk Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                               ",0.0533733340962843,27.7671951,86.160385,341235575,225207801,26,Bigu-04,दोलखा,Bigu,Singati - Laduk Road,,,1824
27.7667,86.1669,Singati - Laduk Road,road,"['27.7649569', '27.7706608', '86.1663361', '86.1716090'] ",highway,"Singati - Laduk Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                               ",0.0533733340962843,27.7682284110134,86.1678011440656,340617173,222618110,26,Bigu-04,दोलखा,Bigu,Singati - Laduk Road,,,2033
27.76295,86.17225,,road,"['27.7597789', '27.7650360', '86.1691675', '86.1720510'] ",highway,"Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.0533733340962843,27.7614938,86.1711314,340615830,224178496,26,Bigu-04,दोलखा,Bigu,,,,1946
27.7691,86.1813,Singati-Bulung Road,road,"['27.7382418', '27.7771027', '86.1631079', '86.1885071'] ",highway,"Singati-Bulung Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                ",0.0533733340962843,27.7691705,86.1810848,312232263,224439324,26,Bigu-04,दोलखा,Bigu,Singati-Bulung Road,,,1808
27.7796,86.1888,Shree Jana Kalyan PRA V,amenity,"['27.7812577', '27.7813577', '86.1888792', '86.1889792'] ",amenity,"Shree Jana Kalyan PRA V, Singati-Bulung Road, Bigu-03, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                       ",4.00007629510493E-05,27.7813077,86.1889292,5023932449,225974783,30,Bigu-03,दोलखा,Bigu,Singati-Bulung Road,,,1774
27.7892,86.1899,Bigu-03,city_district,"['27.7677474', '27.8219550', '86.1603671', '86.2125013'] ",boundary,"Bigu-03, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160040000762951,27.79481575,86.1715869024602,6743643,224605829,18,Bigu-03,दोलखा,Bigu,,,,1554
27.8072,86.2024,Orang,aeroway,"['27.8061100', '27.8062100', '86.1966400', '86.1967400'] ",aeroway,"Orang, Charikot-Lamabagar Road, Bigu-02, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                     ",4.00007629510493E-05,27.80616,86.19669,3513173863,222517879,30,Bigu-02,दोलखा,Bigu,Charikot-Lamabagar Road,,,1851
27.8691,86.4764,Chukyima,isolated_dwelling,"['27.8589863', '27.8590863', '86.4724951', '86.4725951'] ",place,"Chukyima, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                           ",0.106716668192569,27.8590363,86.4725451,5223422672,226496543,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,4854
27.8578,86.4887,Chukyima,isolated_dwelling,"['27.8589863', '27.8590863', '86.4724951', '86.4725951'] ",place,"Chukyima, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                           ",0.106716668192569,27.8590363,86.4725451,5223422672,226496543,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,4909
27.8466,86.4954,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,4671
27.8387,86.5132,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,4897
27.8353,86.5286,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,5228
27.8485,86.5324,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,5443
27.8455,86.5518,Tashi Labtsa Camp,tourism,"['27.8473163', '27.8474163', '86.5527027', '86.5528027'] ",tourism,"Tashi Labtsa Camp, Khumbupasanglahmu-05, Khumbupasanglahmu, सोलुखुम्बु, कोशी प्रदेश, नेपाल                                                         ",5.00015259021442E-05,27.8473663,86.5527527,5224183913,223419067,30,Khumbupasanglahmu-05,सोलुखुम्बु,Khumbupasanglahmu,,,,5726
27.6097888888889,86.2907555555556,F202,road,"['27.6086003', '27.6106018', '86.2880365', '86.2948846'] ",highway,"Jiri-Shivalaya, Jiri-02, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.0400500015259021,27.6079078355641,86.2968527320392,220903484,223865918,27,Jiri-02,दोलखा,Jiri,Jiri-Shivalaya,Mali,,1825
27.619,86.3053,21DR017,road,"['27.6144187', '27.6459749', '86.3005399', '86.3163436'] ",highway,"21DR017, Gokulganga-01, Garjang, Gokulganga, रामेछाप, बागमती प्रदेश, नेपाल                                                                      ",0.0533833348592354,27.6188499,86.3047399,548841737,223030558,26,Gokulganga-01,रामेछाप,Gokulganga,21DR017,Garjang,,1861
27.6299,86.3072,21DR017,road,"['27.6144187', '27.6459749', '86.3005399', '86.3163436'] ",highway,"21DR017, Gokulganga-01, Garjang, Gokulganga, रामेछाप, बागमती प्रदेश, नेपाल                                                                      ",0.0533833348592354,27.6293501954485,86.3076153300625,548841737,223030558,26,Gokulganga-01,रामेछाप,Gokulganga,21DR017,Garjang,,1841
27.6526,86.3216,Shree Valepokhari Pra Vi,amenity,"['27.6546190', '27.6549546', '86.3241690', '86.3245915'] ",amenity,"Shree Valepokhari Pra Vi, NH23, Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                     ",5.00015259021442E-05,27.6547295,86.3244235132115,498833150,224050729,30,Jiri-01,दोलखा,Jiri,NH23,,,1937
27.6675,86.3355,Degunsha,tourism,"['27.6705592', '27.6706592', '86.3345558', '86.3346558'] ",tourism,"Degunsha, NH23, Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",5.00015259021442E-05,27.6706092,86.3346058,5539875438,229037087,30,Jiri-01,दोलखा,Jiri,NH23,,,2151
27.6843,86.3418,खहरे,village,"['27.6606518', '27.7006518', '86.3189667', '86.3589667'] ",place,"खहरे, Gokulganga, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                  ",0.146716668192569,27.6806518,86.3389667,3208581638,229037108,19,,रामेछाप,Gokulganga,,खहरे,,2288
27.6995,86.356,Jiri-01,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295'] ",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160050001525902,27.70398475,86.3421287966239,16116808,224131028,18,Jiri-01,दोलखा,Jiri,,,,2741
27.7053,86.3693,Jiri-01,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295'] ",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160050001525902,27.70398475,86.3421287966239,16116808,224131028,18,Jiri-01,दोलखा,Jiri,,,,3474
27.7067,86.3761,Jiri-01,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295'] ",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160050001525902,27.70398475,86.3421287966239,16116808,224131028,18,Jiri-01,दोलखा,Jiri,,,,3762
27.7141,86.3805,Jiri-01,city_district,"['27.6351811', '27.7733308', '86.2523941', '86.4274295'] ",boundary,"Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160050001525902,27.70398475,86.3421287966239,16116808,224131028,18,Jiri-01,दोलखा,Jiri,,,,3887
27.7173,86.3949,Tershe,locality,"['27.7090715', '27.7290715', '86.4013840', '86.4213840'] ",place,"Tershe, Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                             ",0.0667166681925688,27.7190715,86.411384,5301955742,226494362,25,Jiri-01,दोलखा,Jiri,,,,3948
27.7215,86.41275,Tershe,locality,"['27.7090715', '27.7290715', '86.4013840', '86.4213840'] ",place,"Tershe, Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                             ",0.0667166681925688,27.7190715,86.411384,5301955742,226494362,25,Jiri-01,दोलखा,Jiri,,,,4175
27.729,86.4155,Tershe,locality,"['27.7090715', '27.7290715', '86.4013840', '86.4213840'] ",place,"Tershe, Jiri-01, Jiri, दोलखा, बागमती प्रदेश, नेपाल                                                                                             ",0.0667166681925688,27.7190715,86.411384,5301955742,226494362,25,Jiri-01,दोलखा,Jiri,,,,4303
27.728,86.4303,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4556
27.740425,86.438175,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4507
27.749,86.4532,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4345
27.7511,86.46,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,3839
27.7621,86.4602,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4013
27.7654,86.4641,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4180
27.7623,86.4691,Khola Kharka,village,"['27.7224380', '27.7624380', '86.4278374', '86.4678374'] ",place,"Khola Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.742438,86.4478374,3208572168,225802951,19,,रामेछाप,Umakunda,,Khola Kharka,,4167
27.7684,86.4828,Umakunda-01,city_district,"['27.5690723', '27.8320705', '86.3532923', '86.5726470'] ",boundary,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.160050001525902,27.70061845,86.4728743721854,6720524,225972467,18,Umakunda-01,रामेछाप,Umakunda,,,,4221
27.7679,86.4934,Umakunda-01,city_district,"['27.5690723', '27.8320705', '86.3532923', '86.5726470'] ",boundary,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.160050001525902,27.70061845,86.4728743721854,6720524,225972467,18,Umakunda-01,रामेछाप,Umakunda,,,,4753
27.7663,86.4984,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,4748
27.7598,86.5038,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,4625
27.7532,86.5117,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,4314
27.75,86.5226,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,4099
27.7433,86.5203,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,3845
27.7347,86.5155,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,3664
27.7322,86.5091,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,3603
27.7272,86.4942,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,3396
27.7202,86.486,Ngeju Kharka,village,"['27.7134185', '27.7534185', '86.4966062', '86.5366062'] ",place,"Ngeju Kharka, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                           ",0.146716668192569,27.7334185,86.5166062,3120550380,224052141,19,,रामेछाप,Umakunda,,Ngeju Kharka,,3450
27.7078,86.484,ल्हाछेवार,village,"['27.6672829', '27.7072829', '86.4494059', '86.4894059'] ",place,"ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                ",0.146716668192569,27.6872829,86.4694059,3120550377,223886869,19,,रामेछाप,Umakunda,,ल्हाछेवार,,3019
27.7019,86.4784,ल्हाछेवार,village,"['27.6672829', '27.7072829', '86.4494059', '86.4894059'] ",place,"ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                ",0.146716668192569,27.6872829,86.4694059,3120550377,223886869,19,,रामेछाप,Umakunda,,ल्हाछेवार,,2938
27.6932,86.4777,ल्हाछेवार,village,"['27.6672829', '27.7072829', '86.4494059', '86.4894059'] ",place,"ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                ",0.146716668192569,27.6872829,86.4694059,3120550377,223886869,19,,रामेछाप,Umakunda,,ल्हाछेवार,,2745
27.6872,86.4755,ल्हाछेवार,village,"['27.6672829', '27.7072829', '86.4494059', '86.4894059'] ",place,"ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                ",0.146716668192569,27.6872829,86.4694059,3120550377,223886869,19,,रामेछाप,Umakunda,,ल्हाछेवार,,2555
27.68,86.4609,Himalaya Pra V,amenity,"['27.6804653', '27.6808465', '86.4588759', '86.4592715'] ",amenity,"Himalaya Pra V, Umakunda-01, ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                   ",5.00015259021442E-05,27.68067255,86.4590789019323,500576362,223852688,30,Umakunda-01,रामेछाप,Umakunda,,ल्हाछेवार,,2647
27.6733,86.4553,ल्हाछेवार,village,"['27.6672829', '27.7072829', '86.4494059', '86.4894059'] ",place,"ल्हाछेवार, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                ",0.146716668192569,27.6872829,86.4694059,3120550377,223886869,19,,रामेछाप,Umakunda,,ल्हाछेवार,,2320
27.665,86.453,,road,"['27.6365609', '27.6636172', '86.4463440', '86.4548492'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.6636172,86.4539368,895881009,224883796,26,Umakunda-01,रामेछाप,Umakunda,,,,2304
27.6541,86.4519,,road,"['27.6365609', '27.6636172', '86.4463440', '86.4548492'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.6548164461302,86.4538947920881,895881009,224883796,26,Umakunda-01,रामेछाप,Umakunda,,,,2297
27.6464,86.4441,Kyama,village,"['27.6105136', '27.6505136', '86.4097422', '86.4497422'] ",place,"Kyama, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                  ",0.146716668192569,27.6305136,86.4297422,3120550376,223712988,19,,रामेछाप,Umakunda,,Kyama,,2324
27.6401,86.4372,Kyama,village,"['27.6105136', '27.6505136', '86.4097422', '86.4497422'] ",place,"Kyama, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                  ",0.146716668192569,27.6305136,86.4297422,3120550376,223712988,19,,रामेछाप,Umakunda,,Kyama,,2330
27.6353,86.4316,,road,"['27.6314962', '27.6334014', '86.4305559', '86.4311412'] ",highway,"Umakunda-01, Kyama, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                     ",0.0533833348592354,27.6334014,86.4311412,548841731,223713033,26,Umakunda-01,रामेछाप,Umakunda,,Kyama,,2298
27.6293,86.4302,,road,"['27.6275681', '27.6315579', '86.4172324', '86.4306003'] ",highway,"Umakunda-01, Kyama, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                     ",0.0533833348592354,27.6293854691921,86.4299043771474,307017404,224883684,26,Umakunda-01,रामेछाप,Umakunda,,Kyama,,2363
27.623,86.4345,Kyama,road,"['27.6275681', '27.6315579', '86.4172324', '86.4306003'] ",highway,"Umakunda-01, Kyama, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                     ",0.0533833348592354,27.6285865456118,86.4294067283564,307017404,224883684,26,Umakunda-01,रामेछाप,Umakunda,,Kyama,,2009
27.61335,86.429,,road,"['27.6033611', '27.6156484', '86.4272383', '86.4321738'] ",highway,"Umakunda-01, Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                    ",0.0533833348592354,27.6143622410289,86.4306500014333,340679711,223713161,26,Umakunda-01,रामेछाप,Umakunda,,Gumdel,,2087
27.6178,86.4219,,road,"['27.6176538', '27.6298210', '86.4187673', '86.4232517'] ",highway,"Umakunda-01, Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                    ",0.0533833348592354,27.6181858915126,86.4219479072665,894121375,224493307,26,Umakunda-01,रामेछाप,Umakunda,,Gumdel,,2319
27.6201,86.4169,21DR018,road,"['27.6056891', '27.6185819', '86.4043412', '86.4197431'] ",highway,"21DR018, Umakunda-01, Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                           ",0.0533833348592354,27.6185819,86.4165997,340707054,222875874,26,Umakunda-01,रामेछाप,Umakunda,21DR018,Gumdel,,2441
27.6142,86.4125,Pabitra Dristi Numbur Himalayan Pra V,amenity,"['27.6135284', '27.6142593', '86.4109677', '86.4116040'] ",amenity,"Pabitra Dristi Numbur Himalayan Pra V, 21DR018, Umakunda-01, Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                    ",5.00015259021442E-05,27.6137887,86.4112569398728,500575885,225358512,30,Umakunda-01,रामेछाप,Umakunda,21DR018,Gumdel,,2564
27.6045333333333,86.4069666666667,21DR018,road,"['27.6056891', '27.6185819', '86.4043412', '86.4197431'] ",highway,"21DR018, Umakunda-01, Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                           ",0.0533833348592354,27.6096298209008,86.4103260156803,340707054,222875874,26,Umakunda-01,रामेछाप,Umakunda,21DR018,Gumdel,,2437
27.5921,86.4057,,road,"['27.5923671', '27.6019474', '86.4013917', '86.4082455'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.5925083585287,86.4058420465342,343176057,223030648,26,Umakunda-01,रामेछाप,Umakunda,,,,2294
27.591,86.4006,,road,"['27.5923671', '27.6019474', '86.4013917', '86.4082455'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.5932894,86.4020629,343176057,223030648,26,Umakunda-01,रामेछाप,Umakunda,,,,2117
27.5911,86.3939,Gumdel,village,"['27.5966837', '27.6366837', '86.4034251', '86.4434251'] ",place,"Gumdel, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                                 ",0.146716668192569,27.6166837,86.4234251,3120550375,224526806,19,,रामेछाप,Umakunda,,Gumdel,,1832
27.5946,86.38865,Umakunda-01,city_district,"['27.5690723', '27.8320705', '86.3532923', '86.5726470'] ",boundary,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.160050001525902,27.70061845,86.4728743721854,6720524,225972467,18,Umakunda-01,रामेछाप,Umakunda,,,,2073
27.5901,86.3879,Umakunda-01,city_district,"['27.5690723', '27.8320705', '86.3532923', '86.5726470'] ",boundary,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.160050001525902,27.70061845,86.4728743721854,6720524,225972467,18,Umakunda-01,रामेछाप,Umakunda,,,,2127
27.5856,86.3878,Umakunda-01,city_district,"['27.5690723', '27.8320705', '86.3532923', '86.5726470'] ",boundary,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.160050001525902,27.70061845,86.4728743721854,6720524,225972467,18,Umakunda-01,रामेछाप,Umakunda,,,,2240
27.5834,86.3823,Jadibuti Ni Ma V,amenity,"['27.5820328', '27.5824786', '86.3809082', '86.3816887'] ",amenity,"Jadibuti Ni Ma V, 11DR001, Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                 ",5.00015259021442E-05,27.5821493,86.3811623442286,500575974,225972580,30,Umakunda-01,रामेछाप,Umakunda,11DR001,,,2313
27.5816,86.3772,,road,"['27.5764249', '27.5842828', '86.3741388', '86.3992757'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.5785417534542,86.3766124550972,61429644,224883883,26,Umakunda-01,रामेछाप,Umakunda,,,,2243
27.5818,86.3704,,road,"['27.5761990', '27.5785739', '86.3590080', '86.3741388'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.5783972,86.3722543,220903516,223713391,26,Umakunda-01,रामेछाप,Umakunda,,,,2434
27.5808,86.3607,,road,"['27.5761990', '27.5785739', '86.3590080', '86.3741388'] ",highway,"Umakunda-01, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                                            ",0.0533833348592354,27.577145,86.3591354,220903516,223713391,26,Umakunda-01,रामेछाप,Umakunda,,,,2342
27.5767,86.3559,,road,"['27.5703171', '27.5771820', '86.3574419', '86.3596964'] ",highway,"Tallo Bhandar, Umakunda-02, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                             ",0.0533833348592354,27.5770999,86.3584663,343574067,225683296,26,Umakunda-02,रामेछाप,Umakunda,,,Tallo Bhandar,2086
27.5742,86.3504,,road,"['27.5704611', '27.5764588', '86.3491952', '86.3516053'] ",highway,"Tallo Bhandar, Umakunda-02, Bandar, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                     ",0.0533833348592354,27.5741188,86.3505956,340760475,223860027,26,Umakunda-02,रामेछाप,Umakunda,,Bandar,Tallo Bhandar,2124
27.5793,86.3391,Shivalaya-Bhandar,road,"['27.5753778', '27.5800784', '86.3366884', '86.3461350'] ",highway,"Shivalaya-Bhandar, Umakunda-02, Bandar, Umakunda, रामेछाप, बागमती प्रदेश, नेपाल                                                                 ",0.0400500015259021,27.5797632706997,86.3392249216575,346976053,222616850,27,Umakunda-02,रामेछाप,Umakunda,Shivalaya-Bhandar,Bandar,,2373
27.5832,86.329,,road,"['27.5820068', '27.5872922', '86.3160409', '86.3301139'] ",highway,"Gokulganga-01, Deurali, Gokulganga, रामेछाप, बागमती प्रदेश, नेपाल                                                                               ",0.0533833348592354,27.5833048160092,86.3289041729326,307006814,223685989,26,Gokulganga-01,रामेछाप,Gokulganga,,Deurali,,2715
